actionlog.1	{0} reason: {1}
msg.event.valentineday.use_condition	チョコレートは女性だけがプレゼントできます。
msg.event.valentineday.use_condition_2	チョコレートは男性だけにプレゼントできます。
msg.event.valentineday.used	{0}さんにチョコレートをプレゼントしました。
msg.event.whiteday.broadcast_msg	{0}。ボクの気持ちを受け止めて下さい。|{0}…友達になって下さい。|チョコありがとう。{0}…。|{0}チョコありがとう。|{0}…これを受け取ってほしいんだ。|{0}さん、これ、ありがとう。|{0}、やる。|{0}さんありがとう！|{0}、バレンタインの時の礼だ。受け取りやがれ。|{0}さんバレンタインの恨…感謝をどうぞ！|{0}、まぁ…なんだ、これ、とっておいてくれ。|{0}さん、ありがとう。|{0}さん、これを君に|{0}、これ、受け取ってもらえるか|{0}、ちょうどホワイトデーだし、これ、お返し。|あれ、めっちゃ美味かったよ！
msg.event.whiteday.cannot_find_target	相手が見つかりません。
msg.event.whiteday.failed_give_candy	キャンディーのプレゼントに失敗しました。
msg.event.whiteday.gave_candy	{0}さんにキャンディーをプレゼントしました。
msg.event.whiteday.giver_invalid_gender	女性キャラクターはキャンディーをプレゼントすることができません。
msg.event.whiteday.love_queue_msg	{0}番目の告白メッセージに予約されました。
msg.event.whiteday.recver_invalid_gender	男性キャラクターにキャンディーをプレゼントすることはできません。
msg.event.whiteday.use_condition	キャンディーは男性だけがプレゼントできます。
msg.event.whiteday.use_condition_2	キャンディーは女性だけにプレゼントできます。
msg.event.whiteday.use_failed	キャンディーのプレゼントに失敗しました。
msg.event.xmas.broadcast_msg	{0}！ メリークリスマス！|{0}さん、幸せなクリスマスを！|{0}！ 安らかな年末を！
msg.event.xmas.failed_gave_cake	ケーキをプレゼントするのに失敗しました。
msg.event.xmas.gave_cake	{0}さんにケーキをプレゼントしました。
msg.event.xmas.thx_queue_msg	{0} 番目の感謝メッセージとして予約されました。
msg.event_treasure_hunting.end	イリア大陸の宝探しイベントを終了します。
msg.event_treasure_hunting.ongoing	イリア大陸で宝探しイベントを開催しています。
msg.event_treasure_hunting.start	イリア大陸で宝探しイベントを開始します。
msg.event_winter_vacation.end	「Let’s Collect M.A.B.I.N.O.G.I」イベントを終了します。
msg.event_winter_vacation.ongoing	「Let’s Collect M.A.B.I.N.O.G.I」イベントを開催しています。
msg.event_winter_vacation.start	「Let’s Collect M.A.B.I.N.O.G.I」イベントを開催しています。
msg.exp.camping_penalty	(Camping penalty {0}%)
msg.exp.dungeon	Dungeon experience +{0}
msg.exp.expedition_bonus	Exploration experience {0}% +{1}
msg.exp.join_combat	Combat experience +{0}
msg.exploquestmgr.level	Level [{0}] {1}-{2}
msg.fireworks_once_in_minute	You may only use fireworks once every 10 seconds.
msg.fishing.failed_auto	The fish got away...
msg.fishing.failed_manual	The fish got away...
msg.food.best_taste	Absolutely perfect.|Delicious! I'd love another serving!|I want to eat this every day.|I could eat this every day.|This is the best thing I've tasted in my life.|The divine taste sends me into ecstasy.|I wouldn't have known if everyone died next to me.|Mama mia!
msg.food.better_taste	Pretty yummy.|I'd like to eat this again.|Quite tasty.|Better than expected.|Om nom nom.|This is really good.|I want to eat this again.
msg.food.effect_decrease	Decrease in {0}.
msg.food.effect_disappeared	Food effects has disappeared.
msg.food.effect_disappearing	Food effects are disappearing.
msg.food.effect_increase	Increase in {0}.
msg.food.effect_remain_longer	I can feel the effects of the food will last for a long time.
msg.food.effect_remain_longest	I can feel the effects of the food will last for a very long time.
msg.food.effect_remain_normal	I can feel the effects of the food spread to every part of my body.
msg.food.effect_remain_shorter	I can feel the effects of the food in my body.
msg.food.effect_remain_shortest	I can feel the effects of the food.
msg.food.nao_feel	I feel a mysterious power.|I can feel Nao's sincerity.|My body is overflowed with a mysterious energy!|It feels like I just died and came back to life.|I think I smell Nao's scent!
msg.food.normal_taste	Tastes good.|You can taste the effort the chef put in this dish.|Not bad.|It's quite filling.|I hope I'll get to eat something tastier next time.|The taste is quite decent.
msg.food.worse_taste	The taste is a little strange.|Something was lacking.|It's edible.|It would be good if the chef put a little more effort into this dish.|It's not very good.|I managed to finish it.
msg.food.worst_taste	This is simply not human food.|What a waste of ingredients.|It would be impressive if anyone could finish this dish.|I can't believe I actually ate that.|I hope I will never eat this again.
msg.g1.feeling_goddess	You recieved the blessing of the goddess.
msg.gate.open_mana_tunnel	Mana Tunnels have opened across Iria.
msg.get_cash_item_failed1	Please organize your inventory.
msg.get_cash_item_failed2	Other orders are being processed.
msg.gm.character_noexist	Character does not exist.
msg.gm.higher_authority_char	This is outside your authority.
msg.gm.no_authority	No authority.
msg.gm.no_authority_2	No authority.
msg.guild.cannot_create	Guild creation failed.
msg.guild.cannot_create_alreadyanother	Guild creation failed.
msg.guild.cannot_create_notstorage	Guild creation requires extended inventory service.
msg.guild.cannot_destroy	Guild could not be dissolved.
msg.guild.cannot_destroy_guildstone	Only guild masters can destroy guildstones.
msg.guild.cannot_use_command	This command cannot be used now.
msg.guild.cannot_view_guildpage	Unable to view guild page.
msg.guild.char.invalid_select	Character selection error.
msg.guild.char.no_login	Character is not logged in.
msg.guild.char.no_master	Not a guild master.
msg.guild.char.no_pendant	No guild pendant present.
msg.guild.char.not_member	Not a guild member.
msg.guild.complete_create	{1} has founded the guild {0}.
msg.guild.created	[{0}] has been founded.
msg.guild.disabled	Guild service is disabled.
msg.guild.guild_join_day_limit	Your one week restriction has not yet finished.
msg.guild.guildstone_destroyed	guildstone successfully destroyed.
msg.guild.incorrect_guildinfo	Incorrect guild information.
msg.guild.invalid_command	Invalid command.
msg.guild.join.fail	Failed to join guild.\nMembership is full.\nTry again later.
msg.guild.join.greeting_mastermsg	[{0} recruitment message]\n{1}
msg.guild.join.greeting_msg	(0) has joined the guild.
msg.guild.join.success	Application sent.\nPlease wait for the guild master's approval.
msg.guild.join_canceled	[{0}]'s application was cancelled.
msg.guild.join_request	[{0}] requested to join the guild.
msg.guild.leave.bye_mastermsg	[{0} guild message]\n{1}
msg.guild.leave.bye_msg	{0} has left the guild.
msg.guild.leave.finish	You have left the guild.\nBai bai~
msg.guild.leaved	[{0}] has left the guild.
msg.guild.money.add_fail	No coins were deposited.
msg.guild.money.add_success	{0}G was deposited.
msg.guild.money.no_money	No gold.
msg.guild.point.add_fail	Point calculation error.
msg.guild.point.add_success	{0} guild points contributed.
msg.guild.point.no_point	No points to contribute.\nTry again later.
msg.guild.refuse.refuse_mastermsg	[{0} guild message]\n{1}
msg.guild.refuse.refuse_msg	{0} has refused your request.
msg.guild.service_unavailable	Guild is currently unavailable.
msg.guild.too_far_guildstone	No guildstones are around.
msg.guild.transition_err_target_far	Character is too far away.
msg.guild.wait_for_destroy	Guild successfully dissolved.
msg.guild.warning.has_guild	You are in a guild or are applying to one.\nYou cannot be in a new guild.
msg.guild.warning.has_guild01	You are in a guild or are applying to one.\nYou cannot be in a new guild.
msg.guild.warning.instable_pendant	System error!
msg.guild.warning.not_get_pedant	Could not get approval.
msg.guild.warning.not_give_pedant	Could not give approval.
msg.guild.warning.transfer_master	Guild master transfer error.
msg.guild.warning.try_new_name	Try using another name.
msg.guild_create.already_guildmember	Already a guild member.
msg.guild_create.cannot_retry	You must be in a new party.
msg.harvest_event_2005.cat_moon	夜空に変なネコのイウェカが昇りました
msg.harvest_event_2005.cat_moon_monster	オオカミ、ダイアウルフ、ジャッカル、タヌキが巨大化しました
msg.harvest_event_2005.cat_moon_monster2	オオカミ、ダイアウルフ、ジャッカル、タヌキがイウェカの影響で巨大化しました
msg.harvest_event_2005.end	2005年の月見イベントを終了します
msg.harvest_event_2005.end2	イウェカの影イベントを終了します
msg.harvest_event_2005.large_moon	夜空に大きなイウェカが昇りました
msg.harvest_event_2005.large_moon_monster	オオカミ、ダイアウルフ、ジャッカルが巨大化しました
msg.harvest_event_2005.large_moon_monster2	オオカミ、ダイアウルフ、ジャッカルがイウェカの影響で巨大化しました
msg.harvest_event_2005.nao_moon	夜空にナオのイウェカが昇りました
msg.harvest_event_2005.nao_moon_monster	オオカミ、ダイアウルフ、ジャッカル、キツネが巨大化しました
msg.harvest_event_2005.nao_moon_monster2	オオカミ、ダイアウルフ、ジャッカル、キツネがイウェカの影響で巨大化しました
msg.harvest_event_2005.on	イウェカの影イベントを開催しています。
msg.harvest_event_2005.start	2005年の月見イベントを開始します。
msg.harvest_event_2005.start2	イウェカの影イベントを開始します。
msg.house.abandon_desc	You have lost your house.\nFurniture and gold can be recovered at the bank.
msg.house.abandon_desc2	You have lost your house.
msg.house.abandon_desc3	You have lost your house.\nFurniture and gold can be recovered at the bank.
msg.house.bid_another_house	Each account may only have one house.
msg.house.bid_another_house2	Each account may only have one house.
msg.house.bid_banking	銀行が使用中のため、家の入札に参加できません。
msg.house.bid_bidding	既に入札が実施中です。
msg.house.bid_error	不明な理由で家の入札を始めることが出来ません。\n同じ問題が続く場合は不具合掲示板に報告してください。
msg.house.bid_error2	不明な理由で家の入札に失敗しました。\n同じ問題が続く場合は不具合掲示板に報告してください。
msg.house.bid_gold	入札の最低入札金額は{0}ゴールドです。
msg.house.bid_has_item	以前、所有していた家の中にあったアイテムがまだ保管中です。\nこの地域にある銀行に行けば、保管されているアイテムを取り戻すことができます。
msg.house.bid_has_owner	既に持ち主がいる家は入札することが出来ません。
msg.house.bid_no_authority	家の入札を行う権限がありません。
msg.house.bid_not_bidding	現在、この家は入札中ではありません。 入札時間が締め切られている可能性があります。
msg.house.bid_not_build	建てられていない家は入札を行うことができません。
msg.house.bid_not_enough_money	銀行の残高不足です。\n現在、、銀行には{0}ゴールドが入金されています。
msg.house.bid_not_found	入札したゴールドの払い戻しの情報が見つかりません。\nこの地域で入札を行ってないか、払い戻し可能な時間が既に過ぎている可能性があります。
msg.house.bid_pet	ペットは入札することが出来ません。
msg.house.bid_refund_time	最近の入札が終了した後の払い戻し期間には入札を行えません。
msg.house.bid_success	家の入札が出来ました。\n銀行から{0}ゴールドが引かれて\n{1}ゴールドが残りました。\n\n入札結果発表日 ： {2}\n払い戻し期間 ： {3}まで
msg.house.block_desc	家の持ち主から追い出されました。
msg.house.build_fail	誤った建設費用を請求されました。\n不具合掲示板にお問い合わせください。
msg.house.build_gold	この家を建てるには{0}ゴールドが必要です。\n現在、お城には{1}ゴールドしかありません。
msg.house.build_no_authority	家を建てる権限がありません。
msg.house.build_no_storage_service	エクストラストレージサービスを利用していないため、家を建てることができません。
msg.house.contract_expired	{0}さんの契約期間が残りわずかです。家にある個人物品の整理を行ってください。
msg.house.destroy_has_owner	現在、持ち主がいる家は撤去することができません。
msg.house.destroy_no_authority	家を撤去する権限がありません。
msg.house.destroy_no_storage_service	エクストラストレージサービスを利用していないため、家を壊すことができません。
msg.house.destroy_success	{0}が破壊されました。
msg.house.enterance_list_changing	現在、他のギルド員が訪問者制限を設定しています。
msg.house.guide_book_already_received	既にガイドブックをお持ちです。
msg.house.guide_book_receive_failed	ガイドブックをもらうのに失敗しました。
msg.house.guide_book_received	ガイドブックをもらいました。
msg.house.item_money_draw	{0}ゴールドを引き出しました。
msg.house.item_money_draw_fail	理由は不明ですが引き出すことができませんでした。
msg.house.item_money_draw_fail_title	Warning\n警告
msg.house.item_money_limit	これ以上、お金を家の中に保管できません。
msg.house.item_money_limit2	これ以上、お金を家の中に保管できません。
msg.house.item_no_inventory	インベントリに空きがありません。
msg.house.item_no_inventory_title	Warning\n警告
msg.house.item_no_storage_service	ストレージサービスを利用していないため、\n家の中にお金を保管する事と物を取ることのみ可能です。
msg.house.item_not_enough_money	インベントリのお金が足りません。
msg.house.item_not_selling	販売するアイテムではありません。
msg.house.item_prop	利用料金が設定されてある生産用家具には価格の設定ができません。
msg.house.item_prop_title	Warning\n警告
msg.house.item_selling	販売中のアイテムは移すことができません。
msg.house.item_selling_fail	持ち主の家の金庫に空きがなく、お金を受け取れないため、\nモノを買うことができません。
msg.house.item_selling_prop	価格が既に設定されてある生産用家具には利用料金の設定ができません。
msg.house.item_selling_prop_title	Warning\n警告
msg.house.item_sellingprice_changed	アイテムの販売価格が変更されました。
msg.house.item_unkeepable	家に保管できないアイテムです。
msg.house.item_unkeepable2	家に保管できないアイテムです。
msg.house.item_unkeepable3	家に保管できないアイテムです。
msg.house.no_tax_last_time	今回の納入日 ： 納入記録無し
msg.house.not_enough_authority_entrance_list	訪問者制限を設定する権限がありません。
msg.house.production_expired	有効期間が切れているため、これ以上生産することができません。
msg.house.production_expired_title	Warning\n警告
msg.house.rebuild_fail	誤ったリフォーム費用を請求されました。\n不具合掲示板にお問い合わせください。
msg.house.rebuild_gold	こちらの家を建てるには{0}ゴールドが必要です。\n現在、お城には{1}ゴールドしかありません。
msg.house.rebuild_no_authority	家の外見を変える権限がありません。
msg.house.rebuild_no_owner	この家の持ち主のみ、リフォームすることができます。
msg.house.rebuild_no_storage_service	ストレージサービスを利用していないため、リフォームすることができません。
msg.house.rebuild_not_enough_money	家の金庫の残高不足で、リフォームすることができません。
msg.house.rebuild_success	リフォームに成功しました。
msg.house.rebuild_success2	リフォームに成功しました。
msg.house.refund_banking	銀行が使用中のため、入札された金額を払い戻すことができません。
msg.house.refund_counting	現在、内部処理を行っています。予想処理時間を計算しています。
msg.house.refund_counting2	現在、内部処理を行っています。{0}後に行ってください。
msg.house.refund_error	この家に入札している情報が見つかりません。\n同じ問題が続く場合は不具合掲示板に報告してください。
msg.house.refund_error2	不明な理由で入札金の払い戻しに失敗しました。\n同じ問題が続く場合は不具合掲示板に報告してください。
msg.house.refund_over	銀行に預けてある金額が限度を超えました。\n現在、銀行には{0}ゴールドが入金されています。\n{1}ゴールド以下に預金額を下げてください。
msg.house.refund_success	払い戻しが問題なく処理されました。\n{0}ゴールドを銀行に入金し、銀行の残高が {1}ゴールドになりました。
msg.house.refund_time	10分
msg.house.refund_time2	20分
msg.house.refund_time3	{0}時間 30分
msg.house.refund_time4	{0}時間
msg.house.refund_time5	30分
msg.house.storage_service_over	ストレージサービスが終了されたため、家から追い出されます。
msg.house.tax_amount	納入金額 ： {0}ゴールド
msg.house.tax_delay	税金が滞納されました。\n家に戻って、税金をお支払いください。
msg.house.tax_delayed	{0}さんは家賃が滞納されています。\n次回の納入期限まで納入されない場合、強制退去されます。
msg.house.tax_failed	税金の納入に失敗しました。
msg.house.tax_last_time	今回の納入日 ： {0}年 {1}月 {2}日 {3}時 {4}分
msg.house.tax_last_warning	税金の滞納に対する最後の案内です。\n税金の最終滞納の場合、退去の際もらう金額から滞納された分が控除されます。
msg.house.tax_last_warning2	税金の延滞に対する最後の案内です。\nこのまま税金を支払わない場合、家から追い出されます。
msg.house.tax_next_time	滞納期間 ： {0}
msg.house.tax_next_time2	次回納入日 ： {0}年 {1}月 {2}日 {3}時 {4}分
msg.house.tax_not_enough_money	残高不足で税金を支払うことができませんでした。\n 家の金庫の残高をご確認ください。
msg.house.tax_pay_time	{0}日 {1}時間 {2}分
msg.house.tax_pay_time2	{0}日 {1}時間
msg.house.tax_pay_time3	{0}日 {1}分
msg.house.tax_pay_time4	{0}日
msg.house.tax_pay_time5	{0}時間 {1}分
msg.house.tax_pay_time6	{0}時間
msg.house.tax_pay_time7	{0}分
msg.house.tax_payed	{0}ゴールドを税金として納入しました。
msg.houseowner.book_received	マイホーム白書をもらいました。
msg.houseowner.contract_expired	契約期間が満了しました。
msg.houseowner.no_one_live	誰も住んでいない家です。
msg.houseowner.not_enough_gold	残高不足です。\n配置図を開き、ゴールドを入金してください。
msg.houseowner.repr_character_set	'{0}'さんをこの家の代表キャラクターとして設定しました。
msg.houseowner.storage_service_over	家の持ち主のストレージサービスが終了され、家から追い出されました。
msg.houseowner.tax_already_payed	既に税金を納入しています。
msg.houseowner.tax_auto_pay	ブラウニーが税金を払うように設定されました。
msg.houseowner.tax_delayed	税金が滞納しています。\n執事ブラウニーを通じて税金を払ってください。
msg.houseowner.tax_failed	税金の納入に失敗しました。
msg.houseowner.tax_manual_pay	家の持ち主が手動で税金を支払うように設定されました。
msg.houseshop.notify_item_selled	[{0}]が[{1}]に売れました。
msg.housevisitor.bidding_house	入札中の家
msg.housevisitor.bidding_house_desc	入札中の家を見ることができます。
msg.housevisitor.owner	{0}の家
msg.housevisitor.owner2	{0}が住む家です。
msg.incineration.exp	焼却経験値{0}exp
msg.inventory.brownie_item_expired	Brownie expired.
msg.inventory.cannot_call_brownie	Unable to summon. 
msg.inventory.cannot_drop_filledbag	Unable to discard filled bags.
msg.inventory.cannot_drop_startedquest	The quest has been started and cannot be dropped.
msg.inventory.cannot_find_item	Cannot find item.
msg.inventory.cannot_firework_invregion	Fireworks cannot be used here.
msg.inventory.cannot_firework_invregion_2	Fireworks cannot be used here.
msg.inventory.cannot_firework_needcamp	Campfire is required.
msg.inventory.cannot_firework_notnight	Fireworks can only be used during the night.
msg.inventory.equipped_firework	Fireworks equipped.
msg.inventory.item_expired	Item expired.
msg.inventory.personalshop_not_exist	Personal Shop does not exist.
msg.item.antidot_desc	Poison cured.
msg.item.can_have_only1	You cannot have more than one of that item.
msg.item.can_have_only2	You cannot have more than one of that item.
msg.item.cannot_have_carry_limit	You can only carry one of that item.
msg.item.cannot_have_limit	You can only carry one of that item.
msg.item.cannot_use_expired	You cannot use an expired item.
msg.item.disappear_bless	has lost its blessing.
msg.item.give	Gave {1} to (0). 
msg.item.no_inventory	{0} does not have inventory space.\nTrade cannot proceed.
msg.item.no_restore_less_money	Not enough gold for repairs.
msg.item.no_trade	Trade disabled.\n[{0}]
msg.item.not_use_devil_order_scroll	You can no longer use the Fomor order scroll.
msg.item.poison_durability_end	's poison has evaporated.
msg.item.potion_toxic_600	This potion goes down quite smooth.
msg.item.potion_toxic_700	The potion's effects are quite noticeable.
msg.item.potion_toxic_800	The potion is very effective, but you feel a bit strange.
msg.item.potion_toxic_900	The potion has some side effects.
msg.item.potion_toxic_1500	The potion is very effective, but something clearly feels wrong.
msg.item.potion_toxic_danger	It's dangerous to drink any more of this potion!
msg.item.take	Took {1} from {0}.
msg.item.take.self	Got {0}.
msg.item_breakdown	{0} is no longer usable.
msg.item_durability_downed	{0} has lost durability.
msg.item_faster	has gained speed.
msg.item_now_disable	{0} is broken.
msg.item_property_decreased	{0:mod} decreased.
msg.item_property_increased	{0:mod} increased.
msg.item_slower	has lost speed.
msg.item_upgrade_personalize	has been personalized.
msg.itemuse.buffing_disappeared	{0}'s effect has disappeared.
msg.itemuse.buffing_disappearing	{0}'s effect is disappearing.
msg.keyword.cannot_use_premium	Only premium players can use this keyword.
msg.keyword.unable_by_temporary_inv	Please organize your temporary inventory.
msg.license.not_used	License not used.
msg.lny_event_end	背がもとに戻った…
msg.lny_event_end_pet	{0}の体長がもとに戻った…
msg.lny_event_failed	{0}の体長がもとに戻ったようだ…
msg.lny_event_failed2	背がもとに戻った…
msg.lny_event_success	{0}の体長が{1}cm増えて、合計{2}cm大きくなった！
msg.lny_event_success2	背が{0}cm伸びて、合計{1}cm大きくなった！
msg.manatunnel.mana_increasing	Your mana is quickly recovering due to the effect of a nearby mana tunnel.
msg.manatunnel.pet_cannot_use	Pets cannot use mana tunnels.
msg.marriage.title	{0} and {1}'s wedding ceremony
msg.marriage.title2	{0} and {1}'s wedding ceremony
msg.master_title_unusable	You can only use a master title if you've reached the highest level for that skill.
msg.mate.find_error	Cannot find partner.
msg.mate.marriage_buff_bonus	Partnering bonus is in effect.
msg.mate.marriage_buff_end	Partnering bonus effect ended.
msg.mate.marriage_married_mate	Cannot find partner.
msg.mate.marriage_no_mate	Cannot find partner.
msg.mate.marriage_no_ring	Your partner cancelled the engagement.
msg.mate.marriage_not_my_wedding	自分の結婚式ではありません。
msg.mate.marriage_not_weddinghall	You must both be in the wedding hall.
msg.mate.marriage_ring_expired	Ring has expired.
msg.mate.married_mate	Already married.
msg.mate.mate_buffing	Partnering bonus is in effect.
msg.mate.mate_buffing_end	Partnering bonus has ended.
msg.mate.mate_is_not_in_weddinghall	You must both be in the wedding hall.
msg.mate.mate_no_engage_ring	Your partner cancelled the engagement.
msg.mate.not_my_wedding	This is not my wedding ceremony.
msg.mate.ring_expired	Ring has expired.
msg.monster.ensemble_effect	Monster ensemble is in effect.
msg.monster.ensemble_effect_disappear	Monster ensemble effect has disappeared.
msg.moon_down	Eweca has set.\nThe surrounding mana is dissipating.
msg.moongate.confirm_move	Travel to {0} moon gate?
msg.moongate.harvest_event_closed	お盆休みのイベントが終了しました。
msg.moongate.notify_opened	Moon gates leading to {0} have opened across Erinn.
msg.move_channel.current_channel	Currently logged channel.
msg.move_channel.requested	Channel change requested.
msg.nottradable_entrusting_enchant	Cannot entrust.
msg.nottradable_petpvp	애완동물 대전 중에는 교환을 요청할 수 없습니다.
msg.nottradable_preparing_psshop	Personal shops are being prepared.
msg.nottradable_pvp	Transactions are disabled during a pet duel.
msg.nottradable_talking	You cannot request trade while a dialogue is in progress.
msg.nottradable_trading_psshop	Another trade is in progress.
msg.npc_production.contract_over	The production contract has ended.\nYou will get your materials back.
msg.npc_production.contract_over2	The production contract has ended.
msg.npc_production.fail	Production failed.
msg.npc_production.no_prop	You do not have the adequate tools. Production cancelled.
msg.npc_production.no_prop2	You cannot produce more than the maximum number.
msg.npc_production.no_storage_service	You do not have extended inventory service.\nProduction is cancelled.
msg.npc_production.no_storage_service2	You do not have extended inventory service.\nCannot store item.
msg.npc_production.success	Production success!
msg.npc_production.unfinished_job	(テスト)最終更新から遂行できなかった作業は {0}回です。
msg.partquest.exp_bonus	Party quest completed. Experience +{0} x{1}% (party bonus)
msg.party.invalid_party_name	Invalid party name.
msg.party.min_member	Party must have a minimum of 2 members to accept the party quest.
msg.party_auto_title	[Recruit] {0} : [{1}/{2}] - {3}
msg.party_autotitle_default	[Recruit] {0} : [{1}/{2}]
msg.party_member_moved	Party member {0} has moved to {1}.
msg.partyquest.min_member	A minimum of 2 members are required to complete the quest.
msg.partyquest.unable_by_temporary_inv	Please organize your temporary inventory.
msg.pet.cannot_summon_cooltime	The pet has been summoned recently. Please wait {0} seconds before trying again.
msg.pet.cannot_summon_in_dead	Pets cannot be summoned during unconsciousness.
msg.pet.dead_pet_unsummoned	The unconscious pet had its summons lifted.
msg.pet.ensemble_bonus	Ensemble Bonus
msg.pet.gave_food	Gave food.
msg.pet.giftitem_cooltime_fail	{0} is too tired to fly.
msg.pet.giftitem_fail	Seems like nothing was found.
msg.pet.giftitem_region_fail	Can't fly too far when indoors.
msg.pet.giftitem_stamina_fail	{0} is hungry and cannot fly.
msg.pet.giftitem_start_fail	{0} needs some time to look for items.
msg.pet.together_buff	{0}'s partner buff is active.
msg.pet.together_buff_removed	Partner buff disappeared.
msg.pet.unable_put_bag_inventory	Pet inventory could not be saved.
msg.pet.unable_transform_dead	Pet cannot transform while unconscious.
msg.pet.unable_transform_today	Pet cannot transform any more today.
msg.pet.unputtable_item	Item cannot be placed into pet inventory.
msg.pet.unsummoned_timelimit	Pet summon time limit has been reached.
msg.pet_pvp.bag_untradable	カバンは交換できません。
msg.pet_pvp.banner	g{0}と対戦中
msg.pet_pvp.banner2	g{0}と対戦中
msg.pet_pvp.cancel_ok	対戦がキャンセルされました。
msg.pet_pvp.cancel_rejected	Pet duel was refused.
msg.pet_pvp.canceled	Pet duel was cancelled.
msg.pet_pvp.cancle_rejected	対戦キャンセル申請を断られました。
msg.pet_pvp.not_available	Pet duel is not available.
msg.pet_pvp.not_challengable	Cannot challenge.
msg.pet_pvp.not_challengable2	今は対戦の申し込みができません。
msg.pet_pvp.not_in_region	同じ地域にいる相手と対戦が可能です。
msg.pet_pvp.not_in_region2	同じ地域にいる相手と対戦が可能です。
msg.pet_pvp.not_invitable	対戦可能な相手ではありません。
msg.pet_pvp.not_valid_region	ペット対戦ができない地域です。
msg.pet_pvp.not_valid_region2	ペット対戦ができない地域です。
msg.pet_pvp.ring_create_fail	Too many obstacles or another battle is in progress.
msg.pet_pvp.ring_out	You are too far from the battle.
msg.pet_pvp.ring_out2	You are too far from the battle.
msg.pet_pvp.ringfail	近くに障害物があるか他の対戦が行われています。
msg.pet_pvp.ringout	対戦相手との距離が遠すぎる。
msg.pet_pvp.ringout2	対戦相手との距離が遠すぎる。
msg.poison_mod_end	に塗った毒が消えました。
msg.poison_removed	解毒しました。
msg.prop.not_attack_no_stamina	Insufficient stamina.
msg.ps_shop.alert_customer_closed	Personal shop closed.
msg.ps_shop.already_closed	Personal shop does not exist.
msg.ps_shop.cannot_find_pshop	Could not find personal shop.
msg.ps_shop.cannot_open_narrow_area	There is not enough space to set up a personal shop.
msg.ps_shop.cannot_open_prohibitted_area	You cannot set up a personal shop here.
msg.ps_shop.cannot_open_prohibitted_area2	You cannot set up a personal shop here.
msg.ps_shop.cannot_open_used_item	You cannot reuse a personal shop license.
msg.ps_shop.cannot_sell_dungeon_item	You cannot sell dungeon items.
msg.ps_shop.cannot_sell_limit_exceed	You have reached the limit on your license.
msg.ps_shop.cannot_sell_money	You cannot sell money.
msg.ps_shop.cannot_sell_untradable	You cannot sell untradeable items.
msg.ps_shop.failed_to_buy	Purchase failed.
msg.ps_shop.general_cannot_have	Unable to obtain item.
msg.ps_shop.insufficient_gold	Insufficient gold.
msg.ps_shop.item_already_selled	Item has already been sold.
msg.ps_shop.item_price_changed	Item prices have been changed.
msg.ps_shop.not_selling	Not for sale.
msg.ps_shop.not_selling2	Not for sale.
msg.ps_shop.notify_already_selled	Item has already been sold.
msg.ps_shop.notify_item_selled	[{0}] was sold to [{1}].
msg.ps_shop.notify_item_selled2	[{0}] was sold to [{1}].
msg.ps_shop.notify_item_selled3	Item has already been sold.
msg.ps_shop.notify_new_goods	New merchandise has been added.
msg.ps_shop.notify_sell_cancelled	Items have been taken off the shop.
msg.ps_shop.pet_cannot_open	Pets cannot open a personal shop.
msg.ps_shop.pet_cannot_open2	Pets cannot open a personal shop.
msg.ps_shop.pet_cannot_open_riding	Shops cannot be set up or opened while mounted.
msg.ps_shop.pet_cannot_open_vehicle	Unable to open a personal shop.
msg.ps_shop.pet_pvp	Shops cannot be set up during a pet duel.
msg.ps_shop.pet_pvp2	Shops cannot be set up during a pet duel.
msg.ps_shop.pet_pvp_cannot_open	ペット対戦中に個人商店を開くことはできません。
msg.ps_shop.pet_pvp_cannot_open2	ペット対戦中に個人商店を開くことはできません。
msg.ps_shop.selling_price_changed	Item prices have changed.
msg.ps_shop_alert_closed	Personal shop closed.
msg.quest.take	{1} quest accepted from {0}.
msg.questhandler.give_monster_sketch	Turned in sketch to {0}.
msg.questhandler.give_prop_sketch	Turned in sketch to {0}.
msg.questhandler.give_sketch	Turned in sketch to {0}.
msg.region_channel_move_error	誠に申し訳ありませんが、現在、サーバーでのトラブルのため、他の地域には移動できません。
msg.relicmgr.relic_discovered	{0} discovered {1}.
msg.revive.less_exp	Unable to resurrect in place due to lack of experience.
msg.revive.no_camp	No camp exists.
msg.revive.no_statue	No goddess statue exists.
msg.ruin.go_out	Outside
msg.ruin.ruin_disappeared	The ruins entrance disappeared. A new entrance can be found with the L-Rod.
msg.ruin.ruin_discover	{0} discovered {1} ruins.
msg.ruin.ruin_door	Ruins Entrance
msg.ruin_dungeon.exist_char	\tPlayers in the ruins:
msg.ruin_dungeon.make_me	These ruins were discovered by you or your party.
msg.ruin_dungeon.make_other	These ruins were discovered by other players.
msg.ruin_dungeon.party.into_dungeon	Only the party leader may access the ruins.
msg.ruinmgr.request_ruin_destroy	All ruins will be destroyed across all channels in 1 minute.
msg.sealstone.already_have_one	You already have a seal title and cannot lift another seal.
msg.sealstone.condition_bangor	The Seal of Bangor\n\nOnly a person who aims far can break the seal...
msg.sealstone.condition_ciar	The Seal of Ciar\n\nOnly a person with strong power can destroy this seal...
msg.sealstone.condition_dugald_aisle	The Seal of Dugald Aisle\n\nOnly the one who has mastered various skills can break the seal...
msg.sealstone.condition_fiodh	The Seal of Fiodh\n\nOnly an honorable person can break this seal...
